GSSID,AGE,EDUC,SEX,RACE,PARTYID,RELIG,NUMGIVEN,EQCLOSE,RCLOSE1,RCLOSE2,RCLOSE3,RCLOSE4,RCLOSE5,CLOSE12,CLOSE13,CLOSE14,CLOSE15,CLOSE23,CLOSE24,CLOSE25,CLOSE34,CLOSE35,CLOSE45,SEX1,SEX2,SEX3,SEX4,SEX5,RACE1,RACE2,RACE3,RACE4,RACE5,SPOUSE1,SPOUSE2,SPOUSE3,SPOUSE4,SPOUSE5,PARENT1,PARENT2,PARENT3,PARENT4,PARENT5,SIBLING1,SIBLING2,SIBLING3,SIBLING4,SIBLING5,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,OTHFAM1,OTHFAM2,OTHFAM3,OTHFAM4,OTHFAM5,COWORK1,COWORK2,COWORK3,COWORK4,COWORK5,MEMGRP1,MEMGRP2,MEMGRP3,MEMGRP4,MEMGRP5,NEIGHBR1,NEIGHBR2,NEIGHBR3,NEIGHBR4,NEIGHBR5,FRIEND1,FRIEND2,FRIEND3,FRIEND4,FRIEND5,ADVISOR1,ADVISOR2,ADVISOR3,ADVISOR4,ADVISOR5,OTHER1,OTHER2,OTHER3,OTHER4,OTHER5,TALKTO1,TALKTO2,TALKTO3,TALKTO4,TALKTO5,KNOWN1,KNOWN2,KNOWN3,KNOWN4,KNOWN5,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,AGE1,AGE2,AGE3,AGE4,AGE5,RELIG1,RELIG2,RELIG3,RELIG4,RELIG5,PARTYID1,PARTYID2,PARTYID3,TALKPOL1,TALKPOL2,TALKPOL3,TALKPOL,FRNDKNOW
70,59,18,2,1,5,1,4,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2,1,2,1,0,4,4,4,4,0,2,2,2,2,0,2,2,2,2,0,2,2,2,1,0,2,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2,2,1,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,3,2,1,3,0,0,0,0,0,0,3,7,4,6,-1,74,42,72,61,-1,2,1,1,1,0,0,0,0,0,0,0,0,0
71,38,16,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,6,7,-1,-1,-1,45,48,-1,-1,-1,4,2,0,0,0,0,0,0,0,0,0,0,0
72,33,17,2,2,0,1,3,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,2,2,1,0,0,4,3,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,5,6,3,-1,-1,34,35,42,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0
74,45,15,2,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,6,-1,-1,-1,37,69,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
75,41,16,2,2,1,1,4,0,0,0,0,0,0,1,2,1,0,3,1,0,1,0,0,2,1,1,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2,2,2,2,0,1,1,3,1,0,0,0,0,0,0,4,6,4,6,-1,42,45,72,67,-1,1,1,1,1,0,0,0,0,0,0,0,0,0
79,57,10,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,66,18,2,1,3,2,5,0,0,0,0,0,0,1,1,3,3,1,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,0,0,0,0,0,4,6,6,6,8,58,60,78,83,78,2,2,2,2,2,0,0,0,0,0,0,0,0
83,30,17,2,1,4,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0,3,3,3,0,0,1,2,2,0,0,2,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,3,3,3,-1,-1,39,52,52,-1,-1,2,2,2,0,0,0,0,0,0,0,0,0,0
84,48,16,1,1,4,2,6,0,0,0,0,0,0,1,1,1,2,1,1,3,2,3,3,1,1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,0,5,7,3,3,7,46,47,61,46,55,2,2,2,2,2,0,0,0,0,0,0,0,0
87,32,16,1,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,33,15,1,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,29,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0
90,69,12,2,1,6,1,5,0,0,0,0,0,0,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,4,4,4,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,0,0,0,0,0,7,4,6,7,7,41,68,43,45,45,1,1,1,2,8,0,0,0,0,0,0,0,0
92,31,15,1,3,3,7,6,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2,1,1,2,1,1,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,0,0,0,7,6,6,6,6,27,45,45,50,38,5,2,2,8,8,0,0,0,0,0,0,0,0
93,31,14,1,3,1,7,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,1,0,0,0,0,0,0,0,5,7,6,-1,-1,33,28,32,-1,-1,5,5,5,0,0,0,0,0,0,0,0,0,0
94,45,13,2,1,5,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,-1,-1,-1,43,45,-1,-1,-1,2,2,0,0,0,0,0,0,0,0,0,0,0
95,79,12,2,1,5,2,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,2,0,0,4,4,4,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,1,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,0,0,0,0,0,3,3,3,-1,-1,78,81,79,-1,-1,1,1,2,0,0,0,0,0,0,0,0,0,0
96,18,12,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,25,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
99,63,12,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,37,16,2,1,4,2,6,0,0,0,0,0,0,1,2,2,2,2,2,3,1,3,3,1,1,2,2,2,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,0,0,0,0,0,5,4,5,3,5,35,35,37,37,27,2,5,2,2,1,0,0,0,0,0,0,0,0
105,33,14,2,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,50,17,2,1,2,2,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,4,6,6,-1,-1,53,56,54,-1,-1,2,2,2,0,0,0,0,0,0,0,0,0,0
110,57,15,2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,60,9,1,1,1,2,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,1,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,2,0,0,3,4,2,0,0,0,0,0,0,0,3,6,3,-1,-1,65,57,55,-1,-1,2,2,2,0,0,0,0,0,0,0,0,0,0
113,74,14,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,34,18,2,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,7,-1,-1,-1,34,34,-1,-1,-1,1,2,0,0,0,0,0,0,0,0,0,0,0
117,60,20,1,1,6,2,4,0,0,0,0,0,0,3,2,3,0,2,2,0,2,0,0,1,1,1,1,0,4,4,4,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2,1,1,1,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,3,3,3,0,0,0,0,0,0,7,7,7,7,-1,62,50,55,45,-1,1,1,2,2,0,0,0,0,0,0,0,0,0
120,35,16,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,30,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0
122,35,20,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,47,12,2,1,1,2,4,0,0,0,0,0,0,3,3,3,0,1,1,0,1,0,0,2,2,1,2,0,4,4,4,4,0,2,2,2,2,0,2,1,2,2,0,2,2,1,2,0,2,2,2,2,0,2,2,2,1,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,1,3,3,0,0,0,0,0,0,7,6,7,7,-1,25,69,45,44,-1,2,2,2,2,0,0,0,0,0,0,0,0,0
129,62,12,1,1,6,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,3,4,3,-1,-1,62,64,62,-1,-1,2,2,2,0,0,0,0,0,0,0,0,0,0
130,61,15,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,56,6,2,1,0,10,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,3,7,6,-1,-1,67,33,33,-1,-1,5,5,5,0,0,0,0,0,0,0,0,0,0
133,19,11,1,1,1,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,-1,-1,-1,21,21,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
135,55,14,1,1,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,1,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,-1,-1,-1,49,23,-1,-1,-1,2,2,0,0,0,0,0,0,0,0,0,0,0
136,32,18,2,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,32,31,-1,-1,-1,5,2,0,0,0,0,0,0,0,0,0,0,0
139,50,14,1,1,1,4,4,0,0,0,0,0,0,1,2,2,0,2,2,0,1,0,0,2,1,2,2,0,4,4,4,4,0,2,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,0,1,1,2,2,0,0,0,0,0,0,6,7,2,3,-1,70,80,45,43,-1,2,2,4,4,0,0,0,0,0,0,0,0,0
140,24,12,2,1,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,-1,-1,-1,58,32,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0
143,50,12,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,65,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
144,55,16,2,1,3,4,4,0,0,0,0,0,0,2,2,2,0,2,1,0,3,0,0,2,2,1,1,0,4,4,4,4,0,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,2,0,2,2,2,2,0,2,2,2,2,0,2,1,2,1,0,2,2,2,2,0,2,2,2,2,0,1,2,2,3,0,0,0,0,0,0,3,3,4,7,-1,86,62,56,63,-1,1,2,8,2,0,0,0,0,0,0,0,0,0
146,49,15,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,28,14,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,61,9,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,51,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
152,35,12,2,1,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,3,-1,-1,-1,35,35,-1,-1,-1,3,2,0,0,0,0,0,0,0,0,0,0,0
155,32,16,1,1,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,31,34,-1,-1,-1,2,2,0,0,0,0,0,0,0,0,0,0,0
156,58,12,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,59,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
159,33,19,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,33,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
160,58,12,1,1,6,1,4,0,0,0,0,0,0,2,2,3,0,3,3,0,3,0,0,2,2,1,1,0,4,4,4,4,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,1,1,2,0,1,2,2,2,0,2,2,2,2,0,1,1,1,1,0,2,2,2,2,0,2,2,2,2,0,1,1,1,3,0,0,0,0,0,0,2,2,2,2,-1,53,46,52,66,-1,2,1,1,1,0,0,0,0,0,0,0,0,0
163,33,16,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,25,11,1,1,4,11,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,-1,-1,-1,99,20,-1,-1,-1,2,5,0,0,0,0,0,0,0,0,0,0,0
168,99,16,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,63,16,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,67,16,1,1,6,1,6,0,0,0,0,0,0,2,2,3,2,2,3,2,2,2,3,1,1,1,2,2,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,1,0,0,0,0,0,6,7,4,6,3,46,43,42,65,44,1,1,1,2,2,0,0,0,0,0,0,0,0
